time_str,stock,side,quantity,matched_vol,matched_value,ts,num_lot,block_start_time,no_similarity_stock,segment_ids,lot_bucket,segment_length,initial_ts,arbit_ratio,unwind_ratio,arbit_value,unwind_value
10060012,MSN,1.0,5000.0,1000.0,75500000.0,2024-09-12 06:01:07.614,0.2,2024-09-12 06:00:12.601,20,0,0.05,27,2024-09-12 06:00:12.614,0.2,0.0,75500000.0,0.0
10060012,PLX,1.0,1000.0,200.0,9130000.0,2024-09-12 06:01:07.959,0.2,2024-09-12 06:00:12.601,20,0,0.05,27,2024-09-12 06:00:12.959,0.2,0.0,9130000.0,0.0
10060012,KBC,1.0,2900.0,100.0,2535000.0,2024-09-12 06:01:07.963,0.0345,2024-09-12 06:00:12.601,15,0,0.05,27,2024-09-12 06:00:12.963,0.0345,0.0,2535000.0,0.0
10060013,DCM,1.0,1000.0,100.0,3820000.0,2024-09-12 06:01:08.557,0.1,2024-09-12 06:00:13.253,15,0,0.05,27,2024-09-12 06:00:13.557,0.1,0.0,3820000.0,0.0
10060013,KDC,1.0,1100.0,100.0,5490000.0,2024-09-12 06:01:08.560,0.0909,2024-09-12 06:00:13.253,14,0,0.05,27,2024-09-12 06:00:13.560,0.0909,0.0,5490000.0,0.0
10060013,STB,1.0,4400.0,800.0,23680000.0,2024-09-12 06:01:08.832,0.1818,2024-09-12 06:00:13.253,21,0,0.05,27,2024-09-12 06:00:13.832,0.1818,0.0,23680000.0,0.0
10060013,VND,1.0,8500.0,1100.0,15840000.0,2024-09-12 06:01:08.972,0.1294,2024-09-12 06:00:13.253,21,0,0.05,27,2024-09-12 06:00:13.972,0.1294,0.0,15840000.0,0.0
10060013,HPG,1.0,17600.0,3500.0,88725000.0,2024-09-12 06:01:08.999,0.1989,2024-09-12 06:00:13.253,21,0,0.05,27,2024-09-12 06:00:13.999,0.1989,0.0,88725000.0,0.0
10060014,KDH,1.0,3100.0,600.0,22395000.0,2024-09-12 06:01:09.317,0.1935,2024-09-12 06:00:14.000,20,0,0.05,27,2024-09-12 06:00:14.317,0.1935,0.0,22395000.0,0.0
10060014,DIG,1.0,2300.0,100.0,2190000.0,2024-09-12 06:01:09.320,0.0435,2024-09-12 06:00:14.000,14,0,0.05,27,2024-09-12 06:00:14.320,0.0435,0.0,2190000.0,0.0
10060014,SSI,1.0,9200.0,2400.0,77930000.0,2024-09-12 06:01:09.889,0.2609,2024-09-12 06:00:14.000,16,0,0.05,27,2024-09-12 06:00:14.889,0.2609,0.0,77930000.0,0.0
10060014,VND,1.0,8500.0,1800.0,25920000.0,2024-09-12 06:01:09.893,0.2118,2024-09-12 06:00:14.000,18,0,0.05,27,2024-09-12 06:00:14.893,0.2118,0.0,25920000.0,0.0
10060015,VND,1.0,8500.0,1400.0,20160000.0,2024-09-12 06:01:10.534,0.1647,2024-09-12 06:00:15.309,19,0,0.05,27,2024-09-12 06:00:15.534,0.1647,0.0,20160000.0,0.0
10060015,KDH,1.0,3100.0,500.0,18650000.0,2024-09-12 06:01:10.547,0.1613,2024-09-12 06:00:15.309,19,0,0.05,27,2024-09-12 06:00:15.547,0.1613,0.0,18650000.0,0.0
10060016,SSI,1.0,9200.0,1100.0,35720000.0,2024-09-12 06:01:11.306,0.1196,2024-09-12 06:00:16.144,16,0,0.05,27,2024-09-12 06:00:16.306,0.1196,0.0,35720000.0,0.0
10060016,DIG,1.0,2300.0,400.0,8760000.0,2024-09-12 06:01:11.567,0.1739,2024-09-12 06:00:16.144,18,0,0.05,27,2024-09-12 06:00:16.567,0.1739,0.0,8760000.0,0.0
10060016,VND,1.0,8500.0,1500.0,21600000.0,2024-09-12 06:01:11.815,0.1765,2024-09-12 06:00:16.144,18,0,0.05,27,2024-09-12 06:00:16.815,0.1765,0.0,21600000.0,0.0
10060016,POW,1.0,3700.0,500.0,6500000.0,2024-09-12 06:01:11.977,0.1351,2024-09-12 06:00:16.144,18,0,0.05,27,2024-09-12 06:00:16.977,0.1351,0.0,6500000.0,0.0
10060017,SSI,1.0,9200.0,1500.0,48675000.0,2024-09-12 06:01:12.795,0.163,2024-09-12 06:00:17.792,17,0,0.05,27,2024-09-12 06:00:17.795,0.163,0.0,48675000.0,0.0
10060017,SHB,1.0,8600.0,1500.0,15525000.0,2024-09-12 06:01:12.939,0.1744,2024-09-12 06:00:17.792,17,0,0.05,27,2024-09-12 06:00:17.939,0.1744,0.0,15525000.0,0.0
10060019,VCG,1.0,2000.0,300.0,5535000.0,2024-09-12 06:01:14.079,0.15,2024-09-12 06:00:19.079,14,0,0.05,27,2024-09-12 06:00:19.079,0.15,0.0,5535000.0,0.0
10060019,PLX,1.0,1000.0,200.0,9120000.0,2024-09-12 06:01:14.096,0.2,2024-09-12 06:00:19.079,17,0,0.05,27,2024-09-12 06:00:19.096,0.2,0.0,9120000.0,0.0
10060019,DCM,1.0,1000.0,200.0,7640000.0,2024-09-12 06:01:14.610,0.2,2024-09-12 06:00:19.079,17,0,0.05,27,2024-09-12 06:00:19.610,0.2,0.0,7640000.0,0.0
10060019,VND,1.0,8500.0,1300.0,18720000.0,2024-09-12 06:01:14.820,0.1529,2024-09-12 06:00:19.079,14,0,0.05,27,2024-09-12 06:00:19.820,0.1529,0.0,18720000.0,0.0
10060020,BVH,1.0,600.0,100.0,4320000.0,2024-09-12 06:01:15.464,0.1667,2024-09-12 06:00:20.186,14,0,0.05,27,2024-09-12 06:00:20.464,0.1667,0.0,4320000.0,0.0
10060020,VND,1.0,8500.0,1500.0,21600000.0,2024-09-12 06:01:15.577,0.1765,2024-09-12 06:00:20.186,14,0,0.05,27,2024-09-12 06:00:20.577,0.1765,0.0,21600000.0,0.0
10060021,HPG,1.0,17600.0,3200.0,81120000.0,2024-09-12 06:01:16.728,0.1818,2024-09-12 06:00:21.053,14,0,0.05,27,2024-09-12 06:00:21.728,0.1818,0.0,81120000.0,0.0
10060154,BVH,1.0,600.0,200.0,8640000.0,2024-09-12 06:02:49.692,0.3333,2024-09-12 06:01:54.168,14,1000003,0.5,23,2024-09-12 06:01:54.692,0.3333,0.0,8640000.0,0.0
10060155,VCB,1.0,4500.0,2400.0,214080000.0,2024-09-12 06:02:50.134,0.5333,2024-09-12 06:01:55.134,14,1000003,0.5,23,2024-09-12 06:01:55.134,0.5333,0.0,214080000.0,0.0
10060155,SAB,1.0,1100.0,600.0,33600000.0,2024-09-12 06:02:50.544,0.5455,2024-09-12 06:01:55.134,14,1000003,0.5,23,2024-09-12 06:01:55.544,0.5455,0.0,33600000.0,0.0
10060155,VNM,1.0,5700.0,3300.0,246840000.0,2024-09-12 06:02:50.806,0.5789,2024-09-12 06:01:55.134,14,1000003,0.5,23,2024-09-12 06:01:55.806,0.5789,0.0,246840000.0,0.0
10060155,MSN,1.0,5000.0,2500.0,188750000.0,2024-09-12 06:02:50.965,0.5,2024-09-12 06:01:55.134,14,1000003,0.5,23,2024-09-12 06:01:55.965,0.5,0.0,188750000.0,0.0
10060156,PLX,1.0,1000.0,500.0,22825000.0,2024-09-12 06:02:51.218,0.5,2024-09-12 06:01:56.218,14,1000003,0.5,23,2024-09-12 06:01:56.218,0.5,0.0,22825000.0,0.0
10060156,VHM,1.0,10200.0,5100.0,220320000.0,2024-09-12 06:02:51.219,0.5,2024-09-12 06:01:56.218,14,1000003,0.5,23,2024-09-12 06:01:56.219,0.5,0.0,220320000.0,0.0
10060157,VIC,1.0,9600.0,4500.0,192825000.0,2024-09-12 06:02:52.090,0.4688,2024-09-12 06:01:57.090,14,1000003,0.5,23,2024-09-12 06:01:57.090,0.4688,0.0,192825000.0,0.0
10060200,VRE,1.0,7000.0,3900.0,74880000.0,2024-09-12 06:02:55.033,0.5571,2024-09-12 06:02:00.033,14,1000003,0.5,23,2024-09-12 06:02:00.033,0.5571,0.0,74880000.0,0.0
