time_str,stock,side,quantity,matched_vol,matched_value,ts,num_lot,block_start_time,no_similarity_stock,segment_ids,lot_bucket,segment_length,initial_ts,arbit_ratio,unwind_ratio,arbit_value,unwind_value
10021655,VND,-1.0,8400.0,1700.0,25840000.0,2024-09-30 02:17:50.834,0.2024,2024-09-30 02:16:55.199,17,1,0.05,25,2024-09-30 02:16:55.834,0.0,0.2024,0.0,25840000.0
10021657,SHB,-1.0,8500.0,2000.0,22100000.0,2024-09-30 02:17:52.288,0.2353,2024-09-30 02:16:57.288,20,1,0.05,25,2024-09-30 02:16:57.288,0.0,0.2353,0.0,22100000.0
10021657,VHM,-1.0,10100.0,2000.0,86600000.0,2024-09-30 02:17:52.659,0.198,2024-09-30 02:16:57.288,18,1,0.05,25,2024-09-30 02:16:57.659,0.0,0.198,0.0,86600000.0
10021700,STB,-1.0,4400.0,1000.0,33500000.0,2024-09-30 02:17:55.382,0.2273,2024-09-30 02:17:00.379,19,1,0.05,25,2024-09-30 02:17:00.382,0.0,0.2273,0.0,33500000.0
10021702,STB,-1.0,4400.0,1200.0,40200000.0,2024-09-30 02:17:57.803,0.2727,2024-09-30 02:17:02.803,19,1,0.05,25,2024-09-30 02:17:02.803,0.0,0.2727,0.0,40200000.0
10021709,MSN,-1.0,5000.0,1100.0,83270000.0,2024-09-30 02:18:04.461,0.22,2024-09-30 02:17:09.459,19,1,0.05,25,2024-09-30 02:17:09.461,0.0,0.22,0.0,83270000.0
10021709,PLX,-1.0,1000.0,200.0,8990000.0,2024-09-30 02:18:04.496,0.2,2024-09-30 02:17:09.459,18,1,0.05,25,2024-09-30 02:17:09.496,0.0,0.2,0.0,8990000.0
10021709,SAB,-1.0,1100.0,200.0,11720000.0,2024-09-30 02:18:04.501,0.1818,2024-09-30 02:17:09.459,16,1,0.05,25,2024-09-30 02:17:09.501,0.0,0.1818,0.0,11720000.0
10021709,VIC,-1.0,9500.0,1900.0,80560000.0,2024-09-30 02:18:04.514,0.2,2024-09-30 02:17:09.459,18,1,0.05,25,2024-09-30 02:17:09.514,0.0,0.2,0.0,80560000.0
10021709,VRE,-1.0,7000.0,1600.0,30960000.0,2024-09-30 02:18:04.603,0.2286,2024-09-30 02:17:09.459,19,1,0.05,25,2024-09-30 02:17:09.603,0.0,0.2286,0.0,30960000.0
10021709,SSI,-1.0,11900.0,2200.0,60280000.0,2024-09-30 02:18:04.605,0.1849,2024-09-30 02:17:09.459,16,1,0.05,25,2024-09-30 02:17:09.605,0.0,0.1849,0.0,60280000.0
10021709,VNM,-1.0,5600.0,1400.0,99260000.0,2024-09-30 02:18:04.607,0.25,2024-09-30 02:17:09.459,20,1,0.05,25,2024-09-30 02:17:09.607,0.0,0.25,0.0,99260000.0
10021711,STB,-1.0,4400.0,1100.0,36850000.0,2024-09-30 02:18:06.761,0.25,2024-09-30 02:17:11.116,19,1,0.05,25,2024-09-30 02:17:11.761,0.0,0.25,0.0,36850000.0
10021716,VIC,-1.0,9500.0,2400.0,101760000.0,2024-09-30 02:18:11.738,0.2526,2024-09-30 02:17:16.669,17,1,0.05,25,2024-09-30 02:17:16.738,0.0,0.2526,0.0,101760000.0
10021724,FRT,-1.0,500.0,100.0,17700000.0,2024-09-30 02:18:19.525,0.2,2024-09-30 02:17:24.525,18,1,0.05,25,2024-09-30 02:17:24.525,0.0,0.2,0.0,17700000.0
10021725,HPG,-1.0,18400.0,4300.0,113090000.0,2024-09-30 02:18:20.846,0.2337,2024-09-30 02:17:25.114,17,1,0.05,25,2024-09-30 02:17:25.846,0.0,0.2337,0.0,113090000.0
10021728,SHB,-1.0,8500.0,2000.0,22100000.0,2024-09-30 02:18:23.376,0.2353,2024-09-30 02:17:28.376,17,1,0.05,25,2024-09-30 02:17:28.376,0.0,0.2353,0.0,22100000.0
10021733,HPG,-1.0,18400.0,5000.0,131500000.0,2024-09-30 02:18:28.329,0.2717,2024-09-30 02:17:33.206,14,1,0.05,25,2024-09-30 02:17:33.329,0.0,0.2717,0.0,131500000.0
10021736,MSN,-1.0,5000.0,1100.0,83160000.0,2024-09-30 02:18:31.439,0.22,2024-09-30 02:17:36.439,15,1,0.05,25,2024-09-30 02:17:36.439,0.0,0.22,0.0,83160000.0
10021736,VHM,-1.0,10100.0,2100.0,90825000.0,2024-09-30 02:18:31.591,0.2079,2024-09-30 02:17:36.439,15,1,0.05,25,2024-09-30 02:17:36.591,0.0,0.2079,0.0,90825000.0
10021736,PLX,-1.0,1000.0,200.0,8990000.0,2024-09-30 02:18:31.594,0.2,2024-09-30 02:17:36.439,14,1,0.05,25,2024-09-30 02:17:36.594,0.0,0.2,0.0,8990000.0
10021736,VRE,-1.0,7000.0,1700.0,32895000.0,2024-09-30 02:18:31.672,0.2429,2024-09-30 02:17:36.439,15,1,0.05,25,2024-09-30 02:17:36.672,0.0,0.2429,0.0,32895000.0
10021736,VIC,-1.0,9500.0,1900.0,80560000.0,2024-09-30 02:18:31.720,0.2,2024-09-30 02:17:36.439,14,1,0.05,25,2024-09-30 02:17:36.720,0.0,0.2,0.0,80560000.0
10021736,VCB,-1.0,4400.0,1100.0,101530000.0,2024-09-30 02:18:31.728,0.25,2024-09-30 02:17:36.439,15,1,0.05,25,2024-09-30 02:17:36.728,0.0,0.25,0.0,101530000.0
10021736,VNM,-1.0,5600.0,1300.0,92040000.0,2024-09-30 02:18:31.824,0.2321,2024-09-30 02:17:36.439,15,1,0.05,25,2024-09-30 02:17:36.824,0.0,0.2321,0.0,92040000.0
10021707,VCI,-1.0,3000.0,500.0,17900000.0,2024-09-30 02:18:02.411,0.1667,2024-09-30 02:17:07.411,15,1,0.05,43,2024-09-30 02:17:07.411,0.0,0.1667,0.0,17900000.0
10021709,BVH,-1.0,600.0,100.0,4320000.0,2024-09-30 02:18:04.603,0.1667,2024-09-30 02:17:09.459,16,1,0.05,43,2024-09-30 02:17:09.603,0.0,0.1667,0.0,4320000.0
10021710,STB,-1.0,4400.0,700.0,23450000.0,2024-09-30 02:18:05.544,0.1591,2024-09-30 02:17:10.544,16,1,0.05,43,2024-09-30 02:17:10.544,0.0,0.1591,0.0,23450000.0
10021711,HPG,-1.0,18400.0,3000.0,78900000.0,2024-09-30 02:18:06.116,0.163,2024-09-30 02:17:11.116,16,1,0.05,43,2024-09-30 02:17:11.116,0.0,0.163,0.0,78900000.0
10021711,SSI,-1.0,11900.0,2000.0,54800000.0,2024-09-30 02:18:06.755,0.1681,2024-09-30 02:17:11.116,16,1,0.05,43,2024-09-30 02:17:11.755,0.0,0.1681,0.0,54800000.0
10021736,SAB,-1.0,1100.0,200.0,11720000.0,2024-09-30 02:18:31.835,0.1818,2024-09-30 02:17:36.439,17,1,0.05,43,2024-09-30 02:17:36.835,0.0,0.1818,0.0,11720000.0
10021736,BVH,-1.0,600.0,100.0,4320000.0,2024-09-30 02:18:31.836,0.1667,2024-09-30 02:17:36.439,16,1,0.05,43,2024-09-30 02:17:36.836,0.0,0.1667,0.0,4320000.0
10021737,VCI,-1.0,3000.0,500.0,17875000.0,2024-09-30 02:18:32.925,0.1667,2024-09-30 02:17:37.517,15,1,0.05,43,2024-09-30 02:17:37.925,0.0,0.1667,0.0,17875000.0
