time_str,stock,side,quantity,matched_vol,matched_value,ts,num_lot,block_start_time,no_similarity_stock,segment_ids,lot_bucket,segment_length,initial_ts,arbit_ratio,unwind_ratio,arbit_value,unwind_value
10021923,SSI,-1.0,9200.0,2000.0,66000000.0,2024-09-18 02:20:18.430,0.2174,2024-09-18 02:19:23.430,16,26000002,0.05,35,2024-09-18 02:19:23.430,0.0,0.2174,0.0,66000000.0
10021928,SSI,-1.0,9200.0,1800.0,59400000.0,2024-09-18 02:20:23.416,0.1957,2024-09-18 02:19:28.416,17,26000002,0.05,35,2024-09-18 02:19:28.416,0.0,0.1957,0.0,59400000.0
10021931,VHM,-1.0,10200.0,2300.0,101200000.0,2024-09-18 02:20:26.892,0.2255,2024-09-18 02:19:31.884,16,26000002,0.05,35,2024-09-18 02:19:31.892,0.0,0.2255,0.0,101200000.0
10021931,MSN,-1.0,5000.0,1100.0,81950000.0,2024-09-18 02:20:26.895,0.22,2024-09-18 02:19:31.884,17,26000002,0.05,35,2024-09-18 02:19:31.895,0.0,0.22,0.0,81950000.0
10021931,SSI,-1.0,9200.0,1800.0,59400000.0,2024-09-18 02:20:26.897,0.1957,2024-09-18 02:19:31.884,17,26000002,0.05,35,2024-09-18 02:19:31.897,0.0,0.1957,0.0,59400000.0
10021931,VRE,-1.0,7000.0,1600.0,31120000.0,2024-09-18 02:20:26.909,0.2286,2024-09-18 02:19:31.884,16,26000002,0.05,35,2024-09-18 02:19:31.909,0.0,0.2286,0.0,31120000.0
10021931,VIC,-1.0,9600.0,1900.0,81510000.0,2024-09-18 02:20:26.923,0.1979,2024-09-18 02:19:31.884,17,26000002,0.05,35,2024-09-18 02:19:31.923,0.0,0.1979,0.0,81510000.0
10021932,VCB,-1.0,4500.0,1100.0,99220000.0,2024-09-18 02:20:27.001,0.2444,2024-09-18 02:19:32.001,15,26000002,0.05,35,2024-09-18 02:19:32.001,0.0,0.2444,0.0,99220000.0
10021932,BVH,-1.0,600.0,100.0,4280000.0,2024-09-18 02:20:27.002,0.1667,2024-09-18 02:19:32.001,17,26000002,0.05,35,2024-09-18 02:19:32.002,0.0,0.1667,0.0,4280000.0
10021932,SAB,-1.0,1100.0,200.0,11300000.0,2024-09-18 02:20:27.007,0.1818,2024-09-18 02:19:32.001,17,26000002,0.05,35,2024-09-18 02:19:32.007,0.0,0.1818,0.0,11300000.0
10021932,POW,-1.0,3700.0,1000.0,12550000.0,2024-09-18 02:20:27.023,0.2703,2024-09-18 02:19:32.001,14,26000002,0.05,35,2024-09-18 02:19:32.023,0.0,0.2703,0.0,12550000.0
10021937,VNM,-1.0,5700.0,900.0,66060000.0,2024-09-18 02:20:32.136,0.1579,2024-09-18 02:19:37.136,16,26000002,0.05,35,2024-09-18 02:19:37.136,0.0,0.1579,0.0,66060000.0
10021941,DIG,-1.0,2300.0,500.0,11250000.0,2024-09-18 02:20:36.182,0.2174,2024-09-18 02:19:41.182,17,26000002,0.05,35,2024-09-18 02:19:41.182,0.0,0.2174,0.0,11250000.0
10021945,DIG,-1.0,2300.0,500.0,11250000.0,2024-09-18 02:20:40.892,0.2174,2024-09-18 02:19:45.202,17,26000002,0.05,35,2024-09-18 02:19:45.892,0.0,0.2174,0.0,11250000.0
10021953,MSN,-1.0,5000.0,1100.0,81950000.0,2024-09-18 02:20:48.105,0.22,2024-09-18 02:19:53.102,18,26000002,0.05,35,2024-09-18 02:19:53.105,0.0,0.22,0.0,81950000.0
10021953,VHM,-1.0,10200.0,2300.0,101315000.0,2024-09-18 02:20:48.121,0.2255,2024-09-18 02:19:53.102,17,26000002,0.05,35,2024-09-18 02:19:53.121,0.0,0.2255,0.0,101315000.0
10021953,PLX,-1.0,1000.0,200.0,9060000.0,2024-09-18 02:20:48.122,0.2,2024-09-18 02:19:53.102,19,26000002,0.05,35,2024-09-18 02:19:53.122,0.0,0.2,0.0,9060000.0
10021953,VRE,-1.0,7000.0,1600.0,31120000.0,2024-09-18 02:20:48.123,0.2286,2024-09-18 02:19:53.102,17,26000002,0.05,35,2024-09-18 02:19:53.123,0.0,0.2286,0.0,31120000.0
10021953,POW,-1.0,3700.0,1000.0,12550000.0,2024-09-18 02:20:48.125,0.2703,2024-09-18 02:19:53.102,17,26000002,0.05,35,2024-09-18 02:19:53.125,0.0,0.2703,0.0,12550000.0
10021953,BVH,-1.0,600.0,100.0,4285000.0,2024-09-18 02:20:48.132,0.1667,2024-09-18 02:19:53.102,16,26000002,0.05,35,2024-09-18 02:19:53.132,0.0,0.1667,0.0,4285000.0
