time_str,stock,side,quantity,matched_vol,matched_value,ts,num_lot,block_start_time,no_similarity_stock,segment_ids,lot_bucket,segment_length,initial_ts,arbit_ratio,unwind_ratio,arbit_value,unwind_value
10023325,POW,1.0,3700.0,1000.0,12850000.0,2024-09-16 02:34:20.841,0.2703,2024-09-16 02:33:25.130,14,2,0.05,19,2024-09-16 02:33:25.841,0.2703,0.0,12850000.0,0.0
10023333,VNM,1.0,5600.0,1300.0,94250000.0,2024-09-16 02:34:28.919,0.2321,2024-09-16 02:33:33.058,14,2,0.05,19,2024-09-16 02:33:33.919,0.2321,0.0,94250000.0,0.0
10023336,DPM,1.0,1500.0,300.0,10890000.0,2024-09-16 02:34:31.818,0.2,2024-09-16 02:33:36.492,14,2,0.05,19,2024-09-16 02:33:36.818,0.2,0.0,10890000.0,0.0
10023338,DPM,1.0,1500.0,300.0,10890000.0,2024-09-16 02:34:33.785,0.2,2024-09-16 02:33:38.238,14,2,0.05,19,2024-09-16 02:33:38.785,0.2,0.0,10890000.0,0.0
10023340,VRE,1.0,7000.0,1300.0,25155000.0,2024-09-16 02:34:35.321,0.1857,2024-09-16 02:33:40.003,15,2,0.05,19,2024-09-16 02:33:40.321,0.1857,0.0,25155000.0,0.0
10023340,DPM,1.0,1500.0,400.0,14520000.0,2024-09-16 02:34:35.543,0.2667,2024-09-16 02:33:40.003,15,2,0.05,19,2024-09-16 02:33:40.543,0.2667,0.0,14520000.0,0.0
10023340,VJC,1.0,1300.0,200.0,21020000.0,2024-09-16 02:34:35.546,0.1538,2024-09-16 02:33:40.003,16,2,0.05,19,2024-09-16 02:33:40.546,0.1538,0.0,21020000.0,0.0
10023344,DPM,1.0,1500.0,300.0,10890000.0,2024-09-16 02:34:39.017,0.2,2024-09-16 02:33:44.017,17,2,0.05,19,2024-09-16 02:33:44.017,0.2,0.0,10890000.0,0.0
10023352,FRT,1.0,500.0,100.0,17800000.0,2024-09-16 02:34:47.490,0.2,2024-09-16 02:33:52.490,17,2,0.05,19,2024-09-16 02:33:52.490,0.2,0.0,17800000.0,0.0
10023355,DPM,1.0,1500.0,300.0,10905000.0,2024-09-16 02:34:50.448,0.2,2024-09-16 02:33:55.448,16,2,0.05,19,2024-09-16 02:33:55.448,0.2,0.0,10905000.0,0.0
10023356,VCB,1.0,4500.0,1000.0,89700000.0,2024-09-16 02:34:51.070,0.2222,2024-09-16 02:33:56.070,15,2,0.05,19,2024-09-16 02:33:56.070,0.2222,0.0,89700000.0,0.0
10023400,VRE,1.0,7000.0,1000.0,19350000.0,2024-09-16 02:34:55.506,0.1429,2024-09-16 02:34:00.384,15,2,0.05,19,2024-09-16 02:34:00.506,0.1429,0.0,19350000.0,0.0
10023402,DPM,1.0,1500.0,300.0,10905000.0,2024-09-16 02:34:57.967,0.2,2024-09-16 02:34:02.023,16,2,0.05,19,2024-09-16 02:34:02.967,0.2,0.0,10905000.0,0.0
10023404,DGC,1.0,1500.0,200.0,22920000.0,2024-09-16 02:34:59.655,0.1333,2024-09-16 02:34:04.618,14,2,0.05,19,2024-09-16 02:34:04.655,0.1333,0.0,22920000.0,0.0
10023408,VJC,1.0,1300.0,300.0,31530000.0,2024-09-16 02:35:03.303,0.2308,2024-09-16 02:34:08.303,15,2,0.05,19,2024-09-16 02:34:08.303,0.2308,0.0,31530000.0,0.0
10023408,VND,1.0,8500.0,1500.0,21450000.0,2024-09-16 02:35:03.382,0.1765,2024-09-16 02:34:08.303,14,2,0.05,19,2024-09-16 02:34:08.382,0.1765,0.0,21450000.0,0.0
