time_str,stock,side,quantity,matched_vol,matched_value,ts,num_lot,block_start_time,no_similarity_stock,segment_ids,lot_bucket,segment_length,initial_ts,arbit_ratio,unwind_ratio,arbit_value,unwind_value
10021907,STB,1.0,4400.0,1200.0,39540000.0,2024-09-27 02:20:02.049,0.2727,2024-09-27 02:19:07.048,16,2,0.05,23,2024-09-27 02:19:07.049,0.2727,0.0,39540000.0,0.0
10021912,VJC,1.0,1300.0,300.0,31560000.0,2024-09-27 02:20:07.243,0.2308,2024-09-27 02:19:12.243,17,2,0.05,23,2024-09-27 02:19:12.243,0.2308,0.0,31560000.0,0.0
10021915,EIB,1.0,4300.0,1000.0,18500000.0,2024-09-27 02:20:10.311,0.2326,2024-09-27 02:19:15.008,16,2,0.05,23,2024-09-27 02:19:15.311,0.2326,0.0,18500000.0,0.0
10021921,VHM,1.0,10100.0,1700.0,75565000.0,2024-09-27 02:20:16.463,0.1683,2024-09-27 02:19:21.034,14,2,0.05,23,2024-09-27 02:19:21.463,0.1683,0.0,75565000.0,0.0
10021925,VCI,1.0,3000.0,700.0,25340000.0,2024-09-27 02:20:20.540,0.2333,2024-09-27 02:19:25.260,17,2,0.05,23,2024-09-27 02:19:25.540,0.2333,0.0,25340000.0,0.0
10021926,MSN,1.0,5000.0,1000.0,76300000.0,2024-09-27 02:20:21.979,0.2,2024-09-27 02:19:26.979,15,2,0.05,23,2024-09-27 02:19:26.979,0.2,0.0,76300000.0,0.0
10021934,EIB,1.0,4300.0,1000.0,18500000.0,2024-09-27 02:20:29.144,0.2326,2024-09-27 02:19:34.144,18,2,0.05,23,2024-09-27 02:19:34.144,0.2326,0.0,18500000.0,0.0
10021935,DPM,1.0,1500.0,400.0,14420000.0,2024-09-27 02:20:30.693,0.2667,2024-09-27 02:19:35.073,18,2,0.05,23,2024-09-27 02:19:35.693,0.2667,0.0,14420000.0,0.0
10021941,DGC,1.0,1400.0,300.0,34770000.0,2024-09-27 02:20:36.308,0.2143,2024-09-27 02:19:41.308,17,2,0.05,23,2024-09-27 02:19:41.308,0.2143,0.0,34770000.0,0.0
10021941,VND,1.0,8400.0,1300.0,19760000.0,2024-09-27 02:20:36.479,0.1548,2024-09-27 02:19:41.308,16,2,0.05,23,2024-09-27 02:19:41.479,0.1548,0.0,19760000.0,0.0
10021947,VRE,1.0,7000.0,1800.0,34740000.0,2024-09-27 02:20:42.101,0.2571,2024-09-27 02:19:47.096,16,2,0.05,23,2024-09-27 02:19:47.101,0.2571,0.0,34740000.0,0.0
10021947,VND,1.0,8400.0,1400.0,21280000.0,2024-09-27 02:20:42.309,0.1667,2024-09-27 02:19:47.096,15,2,0.05,23,2024-09-27 02:19:47.309,0.1667,0.0,21280000.0,0.0
10021947,EIB,1.0,4300.0,800.0,14800000.0,2024-09-27 02:20:42.708,0.186,2024-09-27 02:19:47.096,15,2,0.05,23,2024-09-27 02:19:47.708,0.186,0.0,14800000.0,0.0
10021949,VRE,1.0,7000.0,1100.0,21230000.0,2024-09-27 02:20:44.580,0.1571,2024-09-27 02:19:49.580,16,2,0.05,23,2024-09-27 02:19:49.580,0.1571,0.0,21230000.0,0.0
10021949,VCI,1.0,3000.0,800.0,28960000.0,2024-09-27 02:20:44.996,0.2667,2024-09-27 02:19:49.580,17,2,0.05,23,2024-09-27 02:19:49.996,0.2667,0.0,28960000.0,0.0
10021950,VCI,1.0,3000.0,700.0,25340000.0,2024-09-27 02:20:45.604,0.2333,2024-09-27 02:19:50.204,16,2,0.05,23,2024-09-27 02:19:50.604,0.2333,0.0,25340000.0,0.0
10021952,SSI,1.0,11900.0,3000.0,83100000.0,2024-09-27 02:20:47.314,0.2521,2024-09-27 02:19:52.314,18,2,0.05,23,2024-09-27 02:19:52.314,0.2521,0.0,83100000.0,0.0
10021952,EIB,1.0,4300.0,1100.0,20350000.0,2024-09-27 02:20:47.917,0.2558,2024-09-27 02:19:52.314,17,2,0.05,23,2024-09-27 02:19:52.917,0.2558,0.0,20350000.0,0.0
10021955,SHB,1.0,8500.0,2100.0,22890000.0,2024-09-27 02:20:50.189,0.2471,2024-09-27 02:19:55.189,16,2,0.05,23,2024-09-27 02:19:55.189,0.2471,0.0,22890000.0,0.0
10021955,PLX,1.0,1000.0,200.0,9120000.0,2024-09-27 02:20:50.414,0.2,2024-09-27 02:19:55.189,15,2,0.05,23,2024-09-27 02:19:55.414,0.2,0.0,9120000.0,0.0
10021959,DIG,1.0,2300.0,500.0,11750000.0,2024-09-27 02:20:54.452,0.2174,2024-09-27 02:19:59.452,14,2,0.05,23,2024-09-27 02:19:59.452,0.2174,0.0,11750000.0,0.0
10022001,BVH,1.0,600.0,100.0,4350000.0,2024-09-27 02:20:56.156,0.1667,2024-09-27 02:20:01.156,14,2,0.05,23,2024-09-27 02:20:01.156,0.1667,0.0,4350000.0,0.0
10022006,GEX,1.0,3300.0,500.0,10725000.0,2024-09-27 02:21:01.505,0.1515,2024-09-27 02:20:06.012,15,2,0.05,23,2024-09-27 02:20:06.505,0.1515,0.0,10725000.0,0.0
10022040,VCI,1.0,3000.0,400.0,14480000.0,2024-09-27 02:21:35.807,0.1333,2024-09-27 02:20:40.150,14,3,0.05,20,2024-09-27 02:20:40.807,0.1333,0.0,14480000.0,0.0
10022044,PDR,1.0,3400.0,500.0,11475000.0,2024-09-27 02:21:39.478,0.1471,2024-09-27 02:20:44.273,15,3,0.05,20,2024-09-27 02:20:44.478,0.1471,0.0,11475000.0,0.0
10022046,SHB,1.0,8500.0,1000.0,10950000.0,2024-09-27 02:21:41.602,0.1176,2024-09-27 02:20:46.602,14,3,0.05,20,2024-09-27 02:20:46.602,0.1176,0.0,10950000.0,0.0
10022046,PDR,1.0,3400.0,500.0,11500000.0,2024-09-27 02:21:41.939,0.1471,2024-09-27 02:20:46.602,18,3,0.05,20,2024-09-27 02:20:46.939,0.1471,0.0,11500000.0,0.0
10022047,SHB,1.0,8500.0,1000.0,10950000.0,2024-09-27 02:21:42.380,0.1176,2024-09-27 02:20:47.164,14,3,0.05,20,2024-09-27 02:20:47.380,0.1176,0.0,10950000.0,0.0
10022049,NAB,1.0,2500.0,300.0,5100000.0,2024-09-27 02:21:44.309,0.12,2024-09-27 02:20:49.260,15,3,0.05,20,2024-09-27 02:20:49.309,0.12,0.0,5100000.0,0.0
10022049,KBC,1.0,2900.0,500.0,14050000.0,2024-09-27 02:21:44.921,0.1724,2024-09-27 02:20:49.260,15,3,0.05,20,2024-09-27 02:20:49.921,0.1724,0.0,14050000.0,0.0
10022049,SAB,1.0,1100.0,100.0,5810000.0,2024-09-27 02:21:44.925,0.0909,2024-09-27 02:20:49.260,14,3,0.05,20,2024-09-27 02:20:49.925,0.0909,0.0,5810000.0,0.0
10022051,EIB,1.0,4300.0,1000.0,18450000.0,2024-09-27 02:21:46.170,0.2326,2024-09-27 02:20:51.170,14,3,0.05,20,2024-09-27 02:20:51.170,0.2326,0.0,18450000.0,0.0
10022054,DPM,1.0,1500.0,200.0,7200000.0,2024-09-27 02:21:49.292,0.1333,2024-09-27 02:20:54.292,14,3,0.05,20,2024-09-27 02:20:54.292,0.1333,0.0,7200000.0,0.0
10022055,SHB,1.0,8500.0,1800.0,19710000.0,2024-09-27 02:21:50.059,0.2118,2024-09-27 02:20:55.059,15,3,0.05,20,2024-09-27 02:20:55.059,0.2118,0.0,19710000.0,0.0
10022103,DIG,1.0,2300.0,300.0,7020000.0,2024-09-27 02:21:58.707,0.1304,2024-09-27 02:21:03.412,14,3,0.05,20,2024-09-27 02:21:03.707,0.1304,0.0,7020000.0,0.0
10022106,EIB,1.0,4300.0,500.0,9225000.0,2024-09-27 02:22:01.268,0.1163,2024-09-27 02:21:06.268,14,3,0.05,20,2024-09-27 02:21:06.268,0.1163,0.0,9225000.0,0.0
10022108,DIG,1.0,2300.0,500.0,11700000.0,2024-09-27 02:22:03.718,0.2174,2024-09-27 02:21:08.716,15,3,0.05,20,2024-09-27 02:21:08.718,0.2174,0.0,11700000.0,0.0
